Tweets	partition	Topics
typhoon hagupit make landfall philippine million flee nbcnews comtyphoon ha	train	8
rt earthquake joke even imagine scary would thought prayer chile right	train	3
thought prayer affected f	test	11
sheraton hacienda del mar los cabos wind amp rain damage guest ok power provided generator	train	4
shit get real	train	10
rt aftershock mean people still sleeping outdoors rain predicted next three day	train	11
jammu kashmir flood wireless set rushed j amp k	dev	7
typhoon lash philippine amid fear repeat last year devastation new	dev	8
rt free uptodate topic diagnosis treatment disease	train	9
flood situation assam grim toll rise	dev	5
rt supertyphoon heading towards part hit staff partner ready respond	train	8
rt devastating see continued aftermath simple thing make difference whether small donation	train	11
desafio levantemos chile lanzo campana para ayudar los afectados por el terremoto	train	2
rt ruby philippine like stay hell nooo f	train	8
rt distributing relief good among victim flood different district	test	7
rt hagupit super typhoon area deemed critical keep safe dry philippine	dev	8
iglesia en chile pone en marcha campana nacional para ayudar victimas de terremoto	train	2
rt ya allah help brother sister	dev	0
rt new episode dr pam ronald taking bench studying crop resistance disease amp stress	train	10
rt nowgam kanihama struggling flood furry lalchowk abiguzar trader estimate loss around crore ht	test	7
expert see sign spreading usa say agency learned mistake made	dev	6
extremely powerful earthquake struck chile recently resident chile another fucking day	train	3
govt planning send relief material nepal appeal mumbai citizen come forward helping nepal	test	11
rt farmer suffer huge crop loss flood	dev	5
stay inform path hurricane odile destruction seen instagram hurricane odi stay inform	train	4
rt resident tourist sent shelter hurricane odile make landfall	train	4
stay int l medium spotlight terrorist attack flood earthquake freakin new island	dev	0
flood rain kill pakistan one million affected deluge destroyed crop acre	dev	7
rt taskforce repairing hospital school return home sydney	train	10
rt blog wait	test	10
cricket make contribution vanuatu cyclone victim	dev	10
melia cabo beach amp golf resort web damage photo	train	4
nepal earthquake situation make speechless sushmita sen know people go social network express sadness	train	11
coooold outside angel fly keep safe everyone f	train	8
prepared next big hit southern california watch eyewitness news	train	1
pak meteorology deptt intimated govt pakistan july heavy rain flood r expected september	train	7
lmao yes breakup bf gf contact ebola	train	9
q news typhoon hagupit hit philippine	train	8
pilgrimage seem prone disaster disease apparently exist fond travelling	train	6
ok could happen dc could happen reaction meh eboalism continues spread like disease murrica	train	9
prepared every day earthquake season california	train	1
rt supply constrained stage load shedding impact water treatment supply plant keep b	train	8
rt breaking news dead hospitalised high salt consumption ebola prevention via	train	9
patient ebola like symptom isolation brampton ont hospital	test	9
india google launch person finder tool kashmir flood via	train	7
rt humanitarian need enormous many people lost home shelter food water urgent priority	train	10
rescue nepal still happening amazing blow mind baby others still making	test	11
rt december level northern samar cebu province cebu city talisay city mandaue city camarines sur negr	test	8
globe offer libreng tawag country philippine	train	8
rt breathtaking picture devastation courtesy	train	11
new post quake moderate tsunami hit chile	train	3
rt united nation un humanitarian office say dead people displaced vanuatu cyclone pam	train	10
rt powerful magnitude earthquake hit chile coast please send u picture tsu	train	3
rt national helpline national disaster management authority nepal earthquake open number	train	11
blogpost strength human spirit cyclone pam slam vanuatu	train	10
saudi arabia find another mers case disease spread saudi arabia said thursday identified	train	6
going quit getting hope	train	5
rt vanuatu badly hit put pressure nz govt assist donate red cross unicef get emergency kit since	train	10
rt eight body recovered everest avalanche triggered nepal say authority	train	11
sy gf hurricane odile make landfall mexican coast resident tourist take shelter weather forecaste fin	train	4
pm mez patient shown sign ebola rushed kenyatta national hospital knh omg omg	train	9
rt prayer change anything	train	8
rt first estimate say worker affected typhoon hagupit philippine	train	8
rt salsaquake bring chip rt strongest earthquake year one shop california http	train	1
rt awful news nepal mother nature cruel thought go across land affected	test	11
rt desperately would like know humanitarian aide reached info appreciated	train	4
tent city thin nepal capital resident edge	train	11
rt rt earth shook reached phone	train	11
evidence camel human transmission mers coronavirus	train	6
rt chile peru ecuador bolivia deseando que ese probable tsunami se esfume nada malo suceda constantes oraciones december	test	2
monsoon flood nepal india death amp worst hit area western nepal n	train	5
path hurricane odile destruction seen instagram hurricane odile came ashore cabo san luca	train	4
rt per bataan gov class level remain suspended tomorrow tuesday december	train	8
prayer people affected chile earthquake	train	3
google news islander flee cyclone nathan wrath australian herald sun	train	10
death toll rise awaran earthquake awaran death toll powerful earthquake	train	0
stay strong support eachother prayer	train	4
stranded people danger need get help get word	train	4
pti sends truck supply balauchistan affected people	train	0
mashable path hurricane odile destruction seen instagram hurricane	train	4
go click ad part funding chile	train	3
rt dco forcibly removed camp conducted student collecting fund quake affectees	train	0
rt good luck cwl cyclone girl basketball team state tournament start tomorrow	train	10
seems though napa winery insured quake loss harvest least affected many suffered damage facility	train	1
rt usgs magnitude earthquake strike kilometer southwest inquique chile	train	3
photo leaf path destruction	train	4
third case mers confirmed center disease control di	train	6
sad news wake one beautiful latino country	train	3
rt khi need volunteer support rescue team affected area pls contact	train	0
rt prayer area affected selfless medium health disaster response volunteer personnel	train	8
rescuer still work kathmandu sunset rescuer still work kathman via	train	11
rt list december class suspension due typhoon	train	8
aftershock rattled nepal since massive earthquake	dev	11
rt shocking unfortunate hundred people fell victim natural calamity nepal ram madhav bjp	train	11
sleep tracking data show jolted awake napa earthquake data jawbone user chart	train	1
frantic search nepal quake survivor toll top	train	11
seriously man action word proud thanks helping	train	11
